,Unnamed: 0,latitude,longitude,geoname_id,location_type_name,location_type_code,location_details
2866,2866,-6.17221,35.73947,160196,capital of a political entity,PPLC,"Dar es Salaam, Muhimbili, Tabora, Mara"
2867,2867,-6.82349,39.26951,160263,seat of a first-order administrative division,PPLA,"Dar es Salaam, Muhimbili, Tabora, Mara"
2868,2868,-1.5,33.8,152451,seat of a first-order administrative division,PPLA,"Dar es Salaam, Muhimbili, Tabora, Mara"
2869,2869,-5.01622,32.82663,149658,seat of a first-order administrative division,PPLA,"Dar es Salaam, Muhimbili, Tabora, Mara"
2870,2870,-6.7816,39.2057,9166252,university,UNIV,Dar es Salaam University
2871,2871,3.75,8.78333,2309527,capital of a political entity,PPLC,Malabo
2876,2876,-6.82349,39.26951,160263,seat of a first-order administrative division,PPLA,Dar es Salaam
2877,2877,-6.82349,39.26951,160263,seat of a first-order administrative division,PPLA,Dar es Salaam
2878,2878,10.7045,104.1175,11593987,hydroelectric power station,PSH,"Phnom Kamchay, Kampot Province"
2879,2879,12.33333,103.66667,1821301,first-order administrative division,ADM1,Kandal
2880,2880,11.41667,105.0,1831095,first-order administrative division,ADM1,Kandal
2882,2882,10.60932,103.52958,1831142,seat of a first-order administrative division,PPLA,Cambodian port of Sihanoukville
2884,2884,11.41667,105.0,1831095,first-order administrative division,ADM1,Kandal; Phnom Penh
2885,2885,11.57489,104.91394,1830103,first-order administrative division,ADM1,Kandal; Phnom Penh
2886,2886,13.65611,102.5625,1830194,populated place,PPL,Kandal; Phnom Penh
2887,2887,11.56245,104.91601,1821306,capital of a political entity,PPLC,Kandal; Phnom Penh
2888,2888,13.10271,103.19822,1831797,seat of a first-order administrative division,PPLA,Kandal; Phnom Penh
2889,2889,12.43,104.47,7647218,second-order administrative division,ADM2,Kandal; Phnom Penh
2890,2890,12.26,104.67,7647209,second-order administrative division,ADM2,Kandal; Phnom Penh
2891,2891,12.52751,103.91813,8405252,second-order administrative division,ADM2,Kandal; Phnom Penh
2892,2892,13.64699,102.60956,8740317,second-order administrative division,ADM2,Kandal; Phnom Penh
2893,2893,13.58215,105.34533,8403983,second-order administrative division,ADM2,"Kampong Speu, Kampong Cham & Preah Sihanouk"
2898,2898,10.60932,103.52958,1831142,seat of a first-order administrative division,PPLA,Sihanoukville
2901,2901,11.49836,104.66546,1823743,populated place,PPL,Kampot Province
2902,2902,10.81667,104.45,9072882,second-order administrative division,ADM2,Kampot Province
2903,2903,11.18432,104.53584,8405257,second-order administrative division,ADM2,Kampot Province
2904,2904,11.0054,104.44207,8405988,second-order administrative division,ADM2,Kampot Province
2905,2905,10.70733,104.42229,8405989,second-order administrative division,ADM2,Kampot Province
2906,2906,11.31648,104.65992,1830613,second-order administrative division,ADM2,Kampot Province
2907,2907,11.00998,104.60821,9253818,second-order administrative division,ADM2,Kampot Province
2908,2908,11.5,104.5,1822315,administrative division,ADMD,Kampot Province
2917,2917,11.41667,105.0,1831095,first-order administrative division,ADM1,Kandal Province; TakÍ©o Province
2918,2918,10.91667,104.83333,1821939,first-order administrative division,ADM1,Kandal Province; TakÍ©o Province
2922,2922,7.1333,80.0,1246005,second-order administrative division,ADM2,Colombo
2923,2923,6.89979,79.87266,11594428,building(s),BLDG,Colombo
2924,2924,6.89979,79.87266,11594428,building(s),BLDG,Colombo
2934,2934,6.91083,79.86333,11594104,theater,THTR,Colombo
2935,2935,6.1407,80.1012,1244178,populated place,PPL,Hikkaduwa
2939,2939,8.01919,79.72197,11594113,power station,PS,Puttalam
2940,2940,5.97737,80.73375,11612394,pier,PIER,"Panadura, Beruwela, Kudawela"
2941,2941,6.47228,79.9787,11612395,pier,PIER,"Panadura, Beruwela, Kudawela"
2942,2942,6.71656,79.90113,11612396,pier,PIER,"Panadura, Beruwela, Kudawela"
2944,2944,6.12079,81.10561,11594098,port,PRT,Hambantota
2949,2949,9.3,80.13333,1231805,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2950,2950,9.6568,80.0831,1233539,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2951,2951,8.95,79.96667,1226615,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2952,2952,9.1,80.08333,1243163,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2953,2953,9.6152,80.1655,1250925,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2954,2954,9.00911,80.06441,1231825,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2955,2955,8.98945,79.87842,1236150,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2956,2956,9.5,80.2,1229821,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2957,2957,9.18333,80.11667,1224901,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2958,2958,9.3578,80.169,1249036,marsh(es),MRSH,"Thalladi, Mannar, Jaffna and Pooneryn"
2959,2959,9.75,80.08333,1242831,second-order administrative division,ADM2,"Vavuniya, Mannar, Jaffna"
2960,2960,8.86134,80.47576,1225017,second-order administrative division,ADM2,"Vavuniya, Mannar, Jaffna"
2961,2961,8.86667,80.08333,1236148,second-order administrative division,ADM2,"Vavuniya, Mannar, Jaffna"
2962,2962,6.88361,79.86611,10629815,college,SCHC,"Lumbini Vidyalaya, Colombo"
2963,2963,6.12079,81.10561,11594098,port,PRT,"Hambantota, Katunayake"
2967,2967,9.16667,80.41667,7671049,first-order administrative division,ADM1,Northern Province
2968,2968,9.16667,80.41667,7671049,first-order administrative division,ADM1,Northern Province
2969,2969,9.75,80.08333,1242831,second-order administrative division,ADM2,Northern Province
2970,2970,9.39487,80.40894,1240371,second-order administrative division,ADM2,Northern Province
2971,2971,8.86134,80.47576,1225017,second-order administrative division,ADM2,Northern Province
2972,2972,9.25,80.5499,1234392,second-order administrative division,ADM2,Northern Province
2973,2973,8.33333,80.5,1251080,second-order administrative division,ADM2,Northern Province
2974,2974,9.16667,80.41667,7671049,first-order administrative division,ADM1,Northern Province
2975,2975,6.28389,81.1239,8299225,airport,AIRP,"Mattala, Hambantota"
2976,2976,9.16667,80.41667,7671049,first-order administrative division,ADM1,North
2977,2977,6.0496,80.73252,1250066,populated place,PPL,Matara-Kataragama 
2978,2978,5.95,80.6,1240677,populated place,PPL,Matara-Kataragama 
2979,2979,5.94851,80.53528,1235846,populated place,PPL,Matara-Kataragama 
2980,2980,5.97669,80.69863,11610816,populated place,PPL,Matara-Kataragama 
2981,2981,6.9177,79.8742,7545331,populated place,PPL,"Gautama Viharaya at Green Park, Narahenpita, Sri Naga Viharaya Kotte, Royal College Colombo, Thilakerathnaramaya Borella and Sri Seewali Dhamma School of Sri Nagaviharaya at Baseline Road"
2982,2982,6.8928,79.8757,1233723,populated place,PPL,"Gautama Viharaya at Green Park, Narahenpita, Sri Naga Viharaya Kotte, Royal College Colombo, Thilakerathnaramaya Borella and Sri Seewali Dhamma School of Sri Nagaviharaya at Baseline Road"
2983,2983,6.9043,79.8599,7545439,college,SCHC,"Gautama Viharaya at Green Park, Narahenpita, Sri Naga Viharaya Kotte, Royal College Colombo, Thilakerathnaramaya Borella and Sri Seewali Dhamma School of Sri Nagaviharaya at Baseline Road"
2984,2984,6.9258,79.877,1250241,railroad station,RSTN,"Gautama Viharaya at Green Park, Narahenpita, Sri Naga Viharaya Kotte, Royal College Colombo, Thilakerathnaramaya Borella and Sri Seewali Dhamma School of Sri Nagaviharaya at Baseline Road"
2985,2985,6.88128,79.89997,11594624,temple(s),TMPL,"Gautama Viharaya at Green Park, Narahenpita, Sri Naga Viharaya Kotte, Royal College Colombo, Thilakerathnaramaya Borella and Sri Seewali Dhamma School of Sri Nagaviharaya at Baseline Road"
2986,2986,6.91339,79.86171,11594625,temple(s),TMPL,"Gautama Viharaya at Green Park, Narahenpita, Sri Naga Viharaya Kotte, Royal College Colombo, Thilakerathnaramaya Borella and Sri Seewali Dhamma School of Sri Nagaviharaya at Baseline Road"
2987,2987,6.92694,79.85833,11594190,building(s),BLDG,"Beira Lake waterfront, Colombo"
2989,2989,9.39487,80.40894,1240371,second-order administrative division,ADM2,Jaffna; Kilinochchi District; Mullaitivu District
2990,2990,9.25,80.5499,1234392,second-order administrative division,ADM2,Jaffna; Kilinochchi District; Mullaitivu District
3012,3012,6.11944,81.10806,11594160,port,PRT,Hambantota
3013,3013,7.1201,80.1004,7544206,third-order administrative division,ADM3,Gampaha
3014,3014,7.0744,79.8919,1242835,populated place,PPL,Colombo
3015,3015,6.9685,79.8836,1230613,populated place,PPL,Colombo
3016,3016,7.2083,79.8358,1233369,populated place,PPL,Colombo
3017,3017,6.93194,79.84778,1248991,capital of a political entity,PPLC,Colombo
3018,3018,6.8664,80.0166,1248990,second-order administrative division,ADM2,Colombo
3019,3019,7.1333,80.0,1246005,second-order administrative division,ADM2,Colombo
3020,3020,7.16992,79.88837,1240935,seat of a third-order administrative division,PPLA3,Colombo
3021,3021,7.18076,79.88412,6301060,airport,AIRP,Colombo
3022,3022,8.01919,79.72197,11594113,power station,PS,Puttalam
3023,3023,6.91052,79.88253,11594102,school,SCH,Devi Balika Vidyalaya Colombo
3024,3024,6.2521,80.0631,1230173,populated place,PPL,Kodagoda-Godagama
3025,3025,8.58333,79.93333,1235952,populated place,PPL,Kodagoda-Godagama
3026,3026,6.0664,80.2676,1230174,populated place,PPL,Kodagoda-Godagama
3027,3027,9.18333,80.11667,1224901,populated place,PPL,Kodagoda-Godagama
3028,3028,9.6568,80.0831,1233539,populated place,PPL,Kodagoda-Godagama
3029,3029,8.98945,79.87842,1236150,populated place,PPL,Kodagoda-Godagama
3030,3030,8.3471,79.887,1229853,populated place,PPL,Kodagoda-Godagama
3031,3031,8.0362,79.8283,1229293,populated place,PPL,Kodagoda-Godagama
3032,3032,6.0216,80.3953,1239877,populated place,PPL,Kodagoda-Godagama
3033,3033,9.5,80.2,1229821,populated place,PPL,Kodagoda-Godagama
3034,3034,5.96667,80.51667,1245609,populated place,PPL,Kodagoda-Godagama
3035,3035,6.0367,80.217,1246294,seat of a first-order administrative division,PPLA,Kodagoda-Godagama
3036,3036,6.97889,80.45444,11612532,dam,DAM,"Kelani River, Kithulgala"
3037,3037,6.90181,79.87271,11594615,building(s),BLDG,Colombo
3038,3038,8.01919,79.72197,11594113,power station,PS,Puttalam
3040,3040,6.2156,80.9432,1223383,populated place,PPL,Hambantota
3041,3041,6.3211,80.9972,1227505,populated place,PPL,Hambantota
3042,3042,6.1241,81.1185,1244926,populated place,PPL,Hambantota
3043,3043,6.33333,80.86667,1234675,populated place,PPL,Hambantota
3044,3044,6.0985,80.8807,1228883,populated place,PPL,Hambantota
3045,3045,6.1168,81.09,1234957,populated place,PPL,Hambantota
3046,3046,6.34389,80.84889,1247018,populated place,PPL,Hambantota
3047,3047,6.28389,81.1239,8299225,airport,AIRP,Hambantota
3048,3048,6.12079,81.10561,11594098,port,PRT,Hambantota
3050,3050,5.27486,-3.96717,8536607,populated place,PPL,Abidjan to Grand Bassam
3051,3051,5.23602,-3.89843,2288330,populated place,PPL,Abidjan to Grand Bassam
3052,3052,5.30966,-4.01266,2293538,seat of a first-order administrative division,PPLA,Abidjan to Grand Bassam
3053,3053,5.49961,-3.2408,11153079,second-order administrative division,ADM2,Abidjan to Grand Bassam
3054,3054,5.2118,-3.73884,2288115,seat of a third-order administrative division,PPLA3,Abidjan to Grand Bassam
3056,3056,17.96667,102.6,1651944,capital of a political entity,PPLC,Vientiane
3057,3057,20.5,100.5,1904616,first-order administrative division,ADM1,Luang Prabang province
3058,3058,20.16667,101.5,1654491,first-order administrative division,ADM1,Luang Prabang province
3059,3059,21.75,102.33333,1653893,first-order administrative division,ADM1,Luang Prabang province
3060,3060,20.25,102.66667,1655558,first-order administrative division,ADM1,Luang Prabang province
3061,3061,17.96667,102.6,1651944,capital of a political entity,PPLC,Luang Prabang province
3062,3062,19.88601,102.13503,1655559,seat of a first-order administrative division,PPLA,Luang Prabang province
3076,3076,-5.16667,39.8,150737,island,ISL,"Pemba Island, Zanzibar"
3077,3077,-6.16667,39.33333,148726,island,ISL,"Pemba Island, Zanzibar"
3078,3078,-5.25726,39.81142,6301557,airport,AIRP,"Pemba Island, Zanzibar"
3081,3081,20.16667,101.5,1654491,first-order administrative division,ADM1,Oudomxay
3082,3082,21.75,102.33333,1653893,first-order administrative division,ADM1,Nam Ou River
3083,3083,20.25,102.66667,1655558,first-order administrative division,ADM1,Nam Ou River
3089,3089,17.96667,102.6,1651944,capital of a political entity,PPLC,Vientiane
3094,3094,19.46667,103.5,1652077,first-order administrative division,ADM1,"Luang Prabang, Xiekhouang"
3095,3095,19.88601,102.13503,1655559,seat of a first-order administrative division,PPLA,"Luang Prabang, Xiekhouang"
3096,3096,19.75532,102.17891,1655073,seat of a second-order administrative division,PPLA2,"Luang Prabang, Xiekhouang"
3097,3097,20.16667,101.5,1654491,first-order administrative division,ADM1,Oudomxay
3099,3099,17.5,105.33333,1656538,first-order administrative division,ADM1,Nam Theun II hydropower plant
3106,3106,13.0,25.0,8693107,region,RGN,"Darfur, Kator of Jaba"
3109,3109,-1.15,36.96667,181032,populated place,PPL,NairobiÇ_ï Sika
3110,3110,-1.03326,37.06933,179330,populated place,PPL,NairobiÇ_ï Sika
3111,3111,-1.28333,36.81667,184745,capital of a political entity,PPLC,NairobiÇ_ï Sika
3122,3122,-19.0,33.5,1040947,first-order administrative division,ADM1,Zambezi Valley
3123,3123,-17.0,37.0,1024312,first-order administrative division,ADM1,Zambezi Valley
3124,3124,-16.15639,33.58667,1026014,seat of a first-order administrative division,PPLA,Zambezi Valley
3126,3126,23.76936,90.37929,11594084,building(s),BLDG," Bir Uttom Khaled Mosharraf Ave, Dhaka 1207, Bangladesh"
3128,3128,22.21996,91.82798,11594239,facility,FCL,Chittagong
3130,3130,23.56967,90.51234,11594247,bridge,BDG,Dhaleswari River
3131,3131,22.47588,92.14268,11594309,mill(s),ML,Chittagong
3132,3132,25.55108,88.94729,11594101,power station,PS,Barapukuria
3135,3135,23.794,90.4035,10402608,university,UNIV,North South University
3139,3139,21.6056,96.13508,1316703,populated place,PPL,Mandalay
3140,3140,24.11427,90.68388,1206597,populated place,PPL,Narandi
3142,3142,22.04537,97.47629,1301864,populated place,PPL,Paunglaung
3143,3143,16.87171,96.12894,8239357,second-order administrative division,ADM2,Yanking Township
3146,3146,9.33716,2.63031,2392204,seat of a first-order administrative division,PPLA,Parakou
3147,3147,22.0,98.0,1297099,first-order administrative division,ADM1,Laukkai of Kokang region
3148,3148,4.25671,18.41583,2388873,seat of a first-order administrative division,PPLA,Bimbo
3149,3149,12.13234,15.07705,11593278,hospital,HSP,Ndjamena
3150,3150,16.63369,-11.37703,11592400,hospital,HSP,Kiffa
3151,3151,-20.27846,57.47656,6957664,hospital,HSP,Candos
3152,3152,-20.27846,57.47656,6957664,hospital,HSP,Candos
3155,3155,23.92298,90.71768,1185117,populated place,PPL,Narsingdi Village
3157,3157,4.36122,18.55496,2389853,capital of a political entity,PPLC,Banji
3159,3159,1.85728,9.76961,11594583,hospital,HSP,Bata
3160,3160,8.55,39.26667,330186,populated place,PPL,NazrÑ_t (Adama)
3161,3161,11.86357,-15.59767,2374775,capital of a political entity,PPLC,Bissau
3162,3162,-1.30054,36.80695,8477783,hospital,HSP,Kenyatta Hospital
3163,3163,-18.92036,47.52062,11592270,administrative division,ADMD,Tananarive
3165,3165,0.39894,9.46597,11579288,section of populated place,PPLX,Libreville
3166,3166,11.7891,34.3592,380174,seat of a first-order administrative division,PPLA,Ed Damazin
3167,3167,-8.8982,13.2594,11592377,hospital,HSP,Luanda
3168,3168,4.38333,18.56667,2596686,first-order administrative division,ADM1,Bangui_„Žs Friendship Hospital 
3174,3174,21.33333,106.43333,1905419,first-order administrative division,ADM1,Bscgiang province
3175,3175,21.32204,106.20507,8376467,third-order administrative division,ADM3,Bscgiang province
3176,3176,22.0,98.0,1297099,first-order administrative division,ADM1,Kokang region
3178,3178,21.68578,96.38578,1284956,populated place,PPL,"Yeywa, Mandalay Division"
3179,3179,21.33333,106.43333,1905419,first-order administrative division,ADM1,"Thai Nguyen Iron and Steel Company, Ha Bac Nitrogen Fertilizer Plant"
3180,3180,21.66667,105.83333,1905497,first-order administrative division,ADM1,"Thai Nguyen Iron and Steel Company, Ha Bac Nitrogen Fertilizer Plant"
3187,3187,23.18361,90.2409,10941924,bridge,BDG,Arialkha River in Madaripur
3190,3190,24.65178,91.94175,11594230,factory,MFG,Sylhet
3203,3203,21.59422,105.84817,1566319,seat of a first-order administrative division,PPLA,Thai Nguyen province
3207,3207,27.68667,85.33914,11594112,hospital,HSP,Kathmandu
3208,3208,27.63621,85.52405,11594310,building(s),BLDG,Banepa
3209,3209,26.99331,84.8595,11594162,building(s),BLDG,Birgunj
3210,3210,27.70169,85.3206,1283240,capital of a political entity,PPLC,Kathmandu
3212,3212,27.66434,84.41667,11594086,hospital,HSP,Bharatpur
3213,3213,27.71322,85.32348,11594767,building(s),BLDG,Kathmandu
3214,3214,28.2768,85.3795,1282857,populated place,PPL,Syabrubensi and Rasuwagadi
3215,3215,28.16558,85.3486,1282736,populated place,PPL,Syabrubensi and Rasuwagadi
3216,3216,27.70169,85.3206,1283240,capital of a political entity,PPLC,Syabrubensi and Rasuwagadi
3217,3217,27.91667,85.41667,1283710,second-order administrative division,ADM2,Syabrubensi and Rasuwagadi
3218,3218,27.97087,85.96635,11610841,bridge,BDG,Syabrubensi and Rasuwagadi
3219,3219,28.27722,85.38022,7982317,populated locality,PPLL,Syabrubensi and Rasuwagadi
3220,3220,27.9462,85.95228,7995448,populated locality,PPLL,Syabrubensi and Rasuwagadi
3221,3221,27.92132,83.89204,8002115,populated locality,PPLL,Syabrubensi and Rasuwagadi
3222,3222,27.98333,85.98333,1279491,seat of a fourth-order administrative division,PPLA4,Syabrubensi and Rasuwagadi
3228,3228,27.66434,84.41667,11594086,hospital,HSP,Bharatpur
3229,3229,27.9462,85.95228,7995448,populated locality,PPLL,Larcha
3232,3232,27.70526,85.2892,11594325,museum,MUS,Chhauni
3234,3234,28.25288,85.3685,10316211,populated place,PPL,Rasuwa
3235,3235,28.16667,85.33333,1282859,third-order administrative division,ADM3,Rasuwa
3241,3241,-8.55861,125.57361,1645457,capital of a political entity,PPLC,Dili
3242,3242,6.84722,37.30139,11592882,dam,DAM,Omo
3244,3244,24.25256,97.23357,1328218,populated place,PPL,Bhamo
3245,3245,24.66347,98.03964,1281381,second-order administrative division,ADM2,Bhamo
3246,3246,24.22085,97.78683,1279485,seat of a third-order administrative division,PPLA3,Bhamo
3247,3247,24.25,97.25,1328217,administrative division,ADMD,Bhamo
3254,3254,21.9511,106.69767,1582998,populated place,PPL,Hanoi
3255,3255,21.0245,105.84117,1581130,capital of a political entity,PPLC,Hanoi
3256,3256,22.48556,103.97066,1576303,seat of a first-order administrative division,PPLA,Hanoi
3257,3257,21.59422,105.84817,1566319,seat of a first-order administrative division,PPLA,Hanoi
3258,3258,21.13519,105.8423,1905123,second-order administrative division,ADM2,Hanoi
3259,3259,21.30561,105.66225,8609068,second-order administrative division,ADM2,Hanoi
3260,3260,21.89856,106.85435,1905533,second-order administrative division,ADM2,Hanoi
3261,3261,21.03156,105.97432,1905125,second-order administrative division,ADM2,Hanoi
3262,3262,21.54474,106.34386,1905538,second-order administrative division,ADM2,Hanoi
3263,3263,21.57763,104.99464,1905586,second-order administrative division,ADM2,Hanoi
3264,3264,22.36896,104.13893,1905007,second-order administrative division,ADM2,Hanoi
3265,3265,22.26109,104.46424,1905012,second-order administrative division,ADM2,Hanoi
3266,3266,21.67602,106.62925,1905535,second-order administrative division,ADM2,Hanoi
3267,3267,21.37743,106.25866,1905441,second-order administrative division,ADM2,Hanoi
3268,3268,21.18245,105.7114,1905573,second-order administrative division,ADM2,Hanoi
3269,3269,21.41206,105.82432,1905500,second-order administrative division,ADM2,Hanoi
3270,3270,21.24433,105.49683,1905575,second-order administrative division,ADM2,Hanoi
3271,3271,21.27494,106.08998,1905434,second-order administrative division,ADM2,Hanoi
3272,3272,21.21667,106.25,1905438,second-order administrative division,ADM2,Hanoi
3273,3273,21.29971,105.31119,8741043,second-order administrative division,ADM2,Hanoi
3274,3274,21.04144,105.8962,8615793,second-order administrative division,ADM2,Hanoi
3275,3275,21.27098,105.82976,1905128,second-order administrative division,ADM2,Hanoi
3276,3276,21.36189,105.5569,8609067,second-order administrative division,ADM2,Hanoi
3277,3277,21.28985,106.18903,1905865,second-order administrative division,ADM2,Hanoi
3278,3278,21.17995,106.0696,1905413,second-order administrative division,ADM2,Hanoi
3279,3279,22.41944,103.99502,1905005,second-order administrative division,ADM2,Hanoi
3280,3280,21.84898,106.7431,1905531,second-order administrative division,ADM2,Hanoi
3281,3281,21.56062,105.80893,1905855,second-order administrative division,ADM2,Hanoi
3282,3282,21.30538,105.5947,1905571,second-order administrative division,ADM2,Hanoi
3283,3283,21.32958,105.39217,1905578,second-order administrative division,ADM2,Hanoi
3284,3284,21.7324,104.9064,1905660,second-order administrative division,ADM2,Hanoi
3285,3285,21.41664,105.23636,1905579,second-order administrative division,ADM2,Hanoi
3286,3286,21.12997,105.95932,8340641,second-order administrative division,ADM2,Hanoi
3287,3287,21.47816,105.15881,1905581,second-order administrative division,ADM2,Hanoi
3288,3288,21.12196,106.03994,1905416,second-order administrative division,ADM2,Hanoi
3289,3289,21.66586,104.79702,1905662,second-order administrative division,ADM2,Hanoi
3290,3290,21.90022,104.56669,1905665,second-order administrative division,ADM2,Hanoi
3291,3291,21.23695,105.70483,1570656,seat of a second-order administrative division,PPLA2,Hanoi
3293,3293,20.19017,106.09605,1905213,second-order administrative division,ADM2,Ninh Binh
3294,3294,15.39298,108.80504,8673486,industrial area,INDS,Quang Ngai
3297,3297,-14.69531,15.00014,3348303,first-order administrative division,ADM1,Ganjelas
3299,3299,34.008,71.57849,1168197,seat of a first-order administrative division,PPLA,Peshawar
3301,3301,34.008,71.57849,1168197,seat of a first-order administrative division,PPLA,Peshawar
3304,3304,34.50976,69.15479,11594246,zoo,ZOO,Kabul
3305,3305,34.52509,69.16728,10793854,hospital,HSP,Kabul
3308,3308,35.0,68.91667,1131054,first-order administrative division,ADM1,Kabul & Parwan
3309,3309,34.52813,69.17233,1138958,capital of a political entity,PPLC,Kabul & Parwan
3311,3311,34.52813,69.17233,1138958,capital of a political entity,PPLC,Kabul
3315,3315,34.46193,69.12039,9166196,building(s),BLDG,Kabul
3318,3318,34.52813,69.17233,1138958,capital of a political entity,PPLC,Kabul
3319,3319,34.5,69.41667,1138957,first-order administrative division,ADM1,Kabul
3321,3321,17.19852,120.54199,1711032,second-order administrative division,ADM2,Ilocos Sur
3325,3325,5.58546,-0.15521,11592096,local government office,GOVL,Accra
3327,3327,6.03568,125.14224,11593935,facility,FCL,General Santos City
3328,3328,1.3438,103.68394,11593946,library,LIBR,Nanyang Technological University (NTU)
3329,3329,36.83333,65.83333,1139049,first-order administrative division,ADM1,Jawzjan Province
3330,3330,13.75398,100.50144,1609350,capital of a political entity,PPLC,Bangkok
3332,3332,10.82302,106.62965,1566083,seat of a first-order administrative division,PPLA,Ho Chi Minh 
3333,3333,21.0,105.75,1581129,first-order administrative division,ADM1,Hanoi
3334,3334,21.01348,105.82679,1905124,second-order administrative division,ADM2,Hanoi
3335,3335,21.02954,105.82844,8616243,third-order administrative division,ADM3,Hanoi
3336,3336,20.95244,105.73814,8615914,third-order administrative division,ADM3,Hanoi
3338,3338,34.52422,69.17883,9166188,castle,CSTL,Kabul
3339,3339,34.51778,69.12806,9165712,university,UNIV,Kabul
3357,3357,21.27307,106.1946,1591527,seat of a first-order administrative division,PPLA,Bscgiang province
3358,3358,21.08266,107.3027,1905109,second-order administrative division,ADM2,Quang Ninh province
3360,3360,10.82327,106.62978,1580578,first-order administrative division,ADM1,Vinh-Ho Chi Minh
3361,3361,19.25,104.91667,1559969,first-order administrative division,ADM1,Vinh-Ho Chi Minh
3362,3362,10.82302,106.62965,1566083,seat of a first-order administrative division,PPLA,Vinh-Ho Chi Minh
3363,3363,18.67336,105.69232,1562798,seat of a first-order administrative division,PPLA,Vinh-Ho Chi Minh
3364,3364,10.80772,106.65377,1904886,second-order administrative division,ADM2,Vinh-Ho Chi Minh
3365,3365,18.69182,105.68097,1905049,second-order administrative division,ADM2,Vinh-Ho Chi Minh
3370,3370,15.73648,120.93413,8474229,college,SCHC,Nueva Ecija
3378,3378,34.51778,69.12806,9165712,university,UNIV,Kabul
3379,3379,22.61667,103.81667,1567871,populated place,PPL,Lao Cai province
3380,3380,-7.68621,109.09001,11610322,power station,PS,"Karangkandri Village, Kesugihan District, Cilacap Regency, Central Java Province."
3382,3382,-4.93423,12.40532,2243266,first-order administrative division,ADM1,Soyo in Zaire Province to Cabinda in Cabinda Province
3383,3383,-5.33333,14.33333,2317277,first-order administrative division,ADM1,Soyo in Zaire Province to Cabinda in Cabinda Province
3384,3384,-6.58717,13.51966,2236355,first-order administrative division,ADM1,Soyo in Zaire Province to Cabinda in Cabinda Province
3385,3385,-5.45348,12.3731,2243267,second-order administrative division,ADM2,Soyo in Zaire Province to Cabinda in Cabinda Province
3386,3386,-6.24665,12.8309,2236966,second-order administrative division,ADM2,Soyo in Zaire Province to Cabinda in Cabinda Province
3387,3387,-16.737,14.96704,11592268,bridge,BDG,"Lubango, Xangongo, Ondjiva"
3388,3388,-8.6804,115.1673,1638998,third-order administrative division,ADM3,Bali
3389,3389,-7.17869,112.78068,10400589,bridge,BDG,East Java; Surabaya on Java island and Madura island
3395,3395,-12.82139,15.63889,3372129,populated place,PPL,"Huambo, BiÍ©"
3396,3396,-11.48676,16.69663,3351884,populated place,PPL,"Huambo, BiÍ©"
3397,3397,-9.46662,16.28245,7699304,locality,LCTY,"KÍ©ssua, Malange Province"
3398,3398,-12.85399,13.92825,3351660,first-order administrative division,ADM1,"Sambizanga, Cazenga, Cacuaco, Viana; Lobito, GraÍ_a"
3399,3399,-8.9987,13.3976,2236499,second-order administrative division,ADM2,"Sambizanga, Cazenga, Cacuaco, Viana; Lobito, GraÍ_a"
3400,3400,-8.82139,13.29111,10401828,second-order administrative division,ADM2,"Sambizanga, Cazenga, Cacuaco, Viana; Lobito, GraÍ_a"
3401,3401,-8.75683,13.50082,2243171,second-order administrative division,ADM2,"Sambizanga, Cazenga, Cacuaco, Viana; Lobito, GraÍ_a"
3402,3402,-8.79545,13.2716,10629820,third-order administrative division,ADM3,"Sambizanga, Cazenga, Cacuaco, Viana; Lobito, GraÍ_a"
3403,3403,-9.67548,16.82553,2239858,first-order administrative division,ADM1,Malange
3404,3404,-9.54015,16.34096,2239862,seat of a first-order administrative division,PPLA,Malange
3405,3405,-14.91717,13.4925,3347762,seat of a first-order administrative division,PPLA,Huila
3406,3406,-14.7877,13.69894,3347760,second-order administrative division,ADM2,Huila
3407,3407,-11.35669,15.11719,3345497,populated place,PPL,"Kwanza-Sul, Kwanza-Norte"
3408,3408,-9.29782,14.91162,2239076,seat of a first-order administrative division,PPLA,"Kwanza-Sul, Kwanza-Norte"
3410,3410,-8.18812,15.37495,2242885,populated place,PPL,"Dondo, Ndalatando"
3411,3411,-9.31347,14.92059,7770715,populated place,PPL,"Dondo, Ndalatando"
3412,3412,-14.69531,15.00014,3348303,first-order administrative division,ADM1,"Luena, Caxito, Gandjelas, Waco-Kungo"
3413,3413,-11.35669,15.11719,3345497,populated place,PPL,"Luena, Caxito, Gandjelas, Waco-Kungo"
3414,3414,-8.57848,13.66425,2242001,seat of a first-order administrative division,PPLA,"Luena, Caxito, Gandjelas, Waco-Kungo"
3415,3415,-11.78333,19.91667,3347719,seat of a first-order administrative division,PPLA,"Luena, Caxito, Gandjelas, Waco-Kungo"
